split,method,seed,rows,task_success,mechanical_closure_margin,semantic_violation,functional_blockage,slip_rate,damage_rate,semantic_calibration_error,oracle_regret
seen_categories_seen_tasks,risk_aware_force_closure,6,168,0.26190,0.88938,0.52381,0.36310,0.03571,0.22619,0.30511,0.13067
seen_categories_seen_tasks,semantic_force_closure_revisited,0,168,0.45833,0.69354,0.15476,0.20833,0.16667,0.22024,0.15307,0.00860
seen_categories_seen_tasks,semantic_force_closure_revisited,1,168,0.39286,0.71590,0.24405,0.26190,0.08929,0.22619,0.15271,0.01175
seen_categories_seen_tasks,semantic_force_closure_revisited,2,168,0.43452,0.69560,0.17262,0.24405,0.13095,0.21429,0.14948,0.01328
seen_categories_seen_tasks,semantic_force_closure_revisited,3,168,0.44643,0.68997,0.12500,0.20833,0.16071,0.26190,0.14894,0.01077
seen_categories_seen_tasks,semantic_force_closure_revisited,4,168,0.41667,0.68455,0.17262,0.18452,0.12500,0.26190,0.16270,0.01214
seen_categories_seen_tasks,semantic_force_closure_revisited,5,168,0.30357,0.67487,0.18452,0.26786,0.13095,0.19643,0.16551,0.01192
seen_categories_seen_tasks,semantic_force_closure_revisited,6,168,0.32738,0.71778,0.19643,0.23810,0.13095,0.28571,0.15860,0.00988
seen_categories_seen_tasks,taskgrasp_semantic_ranker,0,168,0.39286,0.54731,0.13690,0.22619,0.27976,0.27381,0.12100,0.02385
seen_categories_seen_tasks,taskgrasp_semantic_ranker,1,168,0.36310,0.57103,0.08929,0.25000,0.20833,0.26190,0.12641,0.02624
seen_categories_seen_tasks,taskgrasp_semantic_ranker,2,168,0.38690,0.57034,0.12500,0.28571,0.19048,0.32738,0.12544,0.02972
seen_categories_seen_tasks,taskgrasp_semantic_ranker,3,168,0.41667,0.55816,0.08929,0.26190,0.19048,0.32738,0.12643,0.02984
seen_categories_seen_tasks,taskgrasp_semantic_ranker,4,168,0.40476,0.56555,0.05357,0.25595,0.23214,0.23810,0.12746,0.02404
seen_categories_seen_tasks,taskgrasp_semantic_ranker,5,168,0.38095,0.56988,0.10119,0.22024,0.22024,0.32143,0.12739,0.02484
seen_categories_seen_tasks,taskgrasp_semantic_ranker,6,168,0.36905,0.58499,0.08929,0.23214,0.16667,0.30952,0.12511,0.01967
task_intent_shift,affordance_only_vlm,0,168,0.23214,0.45000,0.09524,0.20238,0.33333,0.25000,0.07627,0.08773
task_intent_shift,affordance_only_vlm,1,168,0.27976,0.45090,0.13690,0.34524,0.27976,0.31548,0.09570,0.08785
task_intent_shift,affordance_only_vlm,2,168,0.26190,0.45499,0.09524,0.36310,0.26786,0.22024,0.08652,0.08923
task_intent_shift,affordance_only_vlm,3,168,0.23214,0.43178,0.14881,0.34524,0.33929,0.25595,0.07874,0.08708
task_intent_shift,affordance_only_vlm,4,168,0.26786,0.45595,0.13690,0.29167,0.29762,0.27976,0.08753,0.08895
task_intent_shift,affordance_only_vlm,5,168,0.30357,0.40380,0.11905,0.28571,0.36905,0.21429,0.07880,0.08983
task_intent_shift,affordance_only_vlm,6,168,0.21429,0.45632,0.13690,0.33929,0.32738,0.26190,0.08159,0.08686
task_intent_shift,geometry_force_closure,0,168,0.07143,0.95723,0.82143,0.58929,0.01190,0.30952,0.62924,0.23132
task_intent_shift,geometry_force_closure,1,168,0.04762,0.95765,0.77976,0.56548,0.00000,0.33333,0.66254,0.24434
task_intent_shift,geometry_force_closure,2,168,0.08333,0.95790,0.77976,0.56548,0.01786,0.32143,0.63380,0.23820
task_intent_shift,geometry_force_closure,3,168,0.07738,0.96365,0.76786,0.52976,0.01190,0.31548,0.59992,0.21948
task_intent_shift,geometry_force_closure,4,168,0.07738,0.94899,0.75595,0.51190,0.01190,0.30952,0.60288,0.23448
task_intent_shift,geometry_force_closure,5,168,0.10714,0.95783,0.70238,0.53571,0.00000,0.35714,0.57484,0.21431
task_intent_shift,geometry_force_closure,6,168,0.07143,0.96795,0.74405,0.60714,0.00595,0.38095,0.61306,0.23230
task_intent_shift,language_conditioned_grasp_policy,0,168,0.33333,0.56678,0.10119,0.27976,0.26190,0.29167,0.11751,0.05048
task_intent_shift,language_conditioned_grasp_policy,1,168,0.33929,0.59745,0.15476,0.27381,0.15476,0.33333,0.12231,0.05693
task_intent_shift,language_conditioned_grasp_policy,2,168,0.27381,0.59913,0.07738,0.36310,0.21429,0.30952,0.11121,0.05344
task_intent_shift,language_conditioned_grasp_policy,3,168,0.26786,0.58760,0.11310,0.34524,0.21429,0.30357,0.12326,0.05026
task_intent_shift,language_conditioned_grasp_policy,4,168,0.32143,0.56652,0.11905,0.29167,0.19643,0.28571,0.11988,0.05290
task_intent_shift,language_conditioned_grasp_policy,5,168,0.32143,0.59047,0.09524,0.37500,0.18452,0.26786,0.12077,0.04646
task_intent_shift,language_conditioned_grasp_policy,6,168,0.33929,0.58371,0.13095,0.32738,0.25595,0.26190,0.11268,0.05617
task_intent_shift,oracle_task_closure,0,168,0.40476,0.67310,0.22024,0.20238,0.18452,0.26190,0.30192,0.00000
task_intent_shift,oracle_task_closure,1,168,0.44048,0.69807,0.19643,0.24405,0.14286,0.27976,0.29233,0.00000
task_intent_shift,oracle_task_closure,2,168,0.45833,0.68605,0.14881,0.24405,0.17857,0.27381,0.32910,0.00000
task_intent_shift,oracle_task_closure,3,168,0.39286,0.64313,0.18452,0.19643,0.19643,0.27976,0.32633,0.00000
task_intent_shift,oracle_task_closure,4,168,0.48214,0.67799,0.16071,0.22024,0.18452,0.22024,0.31633,0.00000
task_intent_shift,oracle_task_closure,5,168,0.39286,0.68052,0.19048,0.19643,0.14286,0.25595,0.31564,0.00000
task_intent_shift,oracle_task_closure,6,168,0.39881,0.68283,0.16071,0.17262,0.20833,0.26190,0.30622,0.00000
task_intent_shift,probabilistic_normals_pong,0,168,0.09524,0.94296,0.72024,0.56548,0.00000,0.33333,0.46259,0.21621
task_intent_shift,probabilistic_normals_pong,1,168,0.11310,0.95045,0.79762,0.52381,0.01190,0.32143,0.46596,0.21900
task_intent_shift,probabilistic_normals_pong,2,168,0.10119,0.94499,0.65476,0.55357,0.02381,0.34524,0.45427,0.21347
task_intent_shift,probabilistic_normals_pong,3,168,0.08333,0.94950,0.63690,0.54762,0.02381,0.38095,0.42975,0.20208
task_intent_shift,probabilistic_normals_pong,4,168,0.13690,0.93632,0.65476,0.51786,0.01190,0.36310,0.43529,0.21482
task_intent_shift,probabilistic_normals_pong,5,168,0.11905,0.94744,0.66071,0.59524,0.00595,0.32143,0.41818,0.19801
task_intent_shift,probabilistic_normals_pong,6,168,0.13690,0.95153,0.67857,0.50595,0.00595,0.46429,0.41100,0.19578
task_intent_shift,risk_aware_force_closure,0,168,0.13095,0.90481,0.69048,0.51190,0.03571,0.18452,0.37655,0.17367
task_intent_shift,risk_aware_force_closure,1,168,0.15476,0.89327,0.66667,0.48214,0.02976,0.20833,0.35661,0.16652
task_intent_shift,risk_aware_force_closure,2,168,0.11310,0.91194,0.68452,0.46429,0.02976,0.19048,0.36344,0.17661
task_intent_shift,risk_aware_force_closure,3,168,0.13095,0.89469,0.62500,0.41071,0.01786,0.19643,0.35228,0.15245
task_intent_shift,risk_aware_force_closure,4,168,0.14881,0.89117,0.71429,0.41667,0.04167,0.15476,0.36137,0.17943
task_intent_shift,risk_aware_force_closure,5,168,0.13095,0.89947,0.66071,0.43452,0.04167,0.22024,0.32545,0.15489
task_intent_shift,risk_aware_force_closure,6,168,0.17262,0.89248,0.66667,0.43452,0.03571,0.20833,0.34109,0.15091
task_intent_shift,semantic_force_closure_revisited,0,168,0.39881,0.67645,0.25000,0.26786,0.14286,0.20238,0.16390,0.03617
task_intent_shift,semantic_force_closure_revisited,1,168,0.30952,0.70685,0.32738,0.24405,0.17262,0.25000,0.15003,0.03980
task_intent_shift,semantic_force_closure_revisited,2,168,0.30952,0.69169,0.18452,0.20833,0.12500,0.20238,0.16882,0.03321
task_intent_shift,semantic_force_closure_revisited,3,168,0.35714,0.69339,0.22619,0.31548,0.16071,0.25595,0.16825,0.03289
task_intent_shift,semantic_force_closure_revisited,4,168,0.31548,0.67342,0.19048,0.22619,0.13095,0.22024,0.16419,0.03192
task_intent_shift,semantic_force_closure_revisited,5,168,0.30357,0.68438,0.20238,0.26786,0.16071,0.19048,0.16395,0.02989
task_intent_shift,semantic_force_closure_revisited,6,168,0.30952,0.70833,0.26190,0.32143,0.09524,0.19643,0.15331,0.04197
task_intent_shift,taskgrasp_semantic_ranker,0,168,0.29762,0.54564,0.20238,0.25595,0.26786,0.22619,0.12521,0.05024
task_intent_shift,taskgrasp_semantic_ranker,1,168,0.29167,0.55649,0.15476,0.26190,0.24405,0.33929,0.12837,0.05074
task_intent_shift,taskgrasp_semantic_ranker,2,168,0.38095,0.56420,0.10119,0.28571,0.23810,0.23214,0.13175,0.04748
task_intent_shift,taskgrasp_semantic_ranker,3,168,0.26190,0.57183,0.13095,0.24405,0.17857,0.29762,0.12532,0.04278
task_intent_shift,taskgrasp_semantic_ranker,4,168,0.28571,0.54686,0.08333,0.25595,0.23810,0.27976,0.13257,0.05151
task_intent_shift,taskgrasp_semantic_ranker,5,168,0.35119,0.56074,0.14881,0.26190,0.22024,0.21429,0.12988,0.04068
task_intent_shift,taskgrasp_semantic_ranker,6,168,0.26190,0.57525,0.18452,0.26190,0.22619,0.29762,0.12273,0.05376
